"","spps","datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","phylo","crops","sppnum.x","sppnum.y","sppnum"
"1870","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","8","timeonly",19,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,3.88541666666667,19,"exp","exp","bothest",1685,78.1051281597331,"Populus_grandidentata",139,-1.20807468340719,-1.01301063451364,0.0711653618624789,"Populus_grandidentata","nocrop",4,4,4
"1871","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","8","timeonly",23.8,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,3.86041666666667,23.8,"exp","exp","bothest",1669,76.2718839215756,"Populus_grandidentata",139,-0.327276656513439,-1.01301063451364,0.0108147290477511,"Populus_grandidentata","nocrop",4,4,4
"1872","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","12","timeonly",38.2,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,10,12,3.88541666666667,38.2,"exp","exp","bothest",1685,78.1051281597331,"Populus_grandidentata",139,-0.914475341109273,-0.246303403449054,0.0711653618624789,"Populus_grandidentata","nocrop",4,4,4
"1873","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","8","timeonly",44,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,3.88541666666667,44,"exp","exp","bothest",1685,78.1051281597331,"Populus_grandidentata",139,-1.20807468340719,-1.01301063451364,0.0711653618624789,"Populus_grandidentata","nocrop",4,4,4
"1874","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","8","timeonly",34.16666667,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,3.88541666666667,34.16666667,"exp","exp","bothest",1685,78.1051281597331,"Populus_grandidentata",139,-0.327276656513439,-1.01301063451364,0.0711653618624789,"Populus_grandidentata","nocrop",4,4,4
"1875","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","8","timeonly",33.4,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,3.86041666666667,33.4,"exp","exp","bothest",1669,76.2718839215756,"Populus_grandidentata",139,-0.327276656513439,-1.01301063451364,0.0108147290477511,"Populus_grandidentata","nocrop",4,4,4
"1876","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","12","timeonly",23,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,10,12,3.88541666666667,23,"exp","exp","bothest",1685,78.1051281597331,"Populus_grandidentata",139,-0.914475341109273,-0.246303403449054,0.0711653618624789,"Populus_grandidentata","nocrop",4,4,4
"1877","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","12","timeonly",30,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,10,12,3.86041666666667,30,"exp","exp","bothest",1669,76.2718839215756,"Populus_grandidentata",139,-0.914475341109273,-0.246303403449054,0.0108147290477511,"Populus_grandidentata","nocrop",4,4,4
"1878","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","8","timeonly",30,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,3.86041666666667,30,"exp","exp","bothest",1669,76.2718839215756,"Populus_grandidentata",139,-1.20807468340719,-1.01301063451364,0.0108147290477511,"Populus_grandidentata","nocrop",4,4,4
"1879","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","12","timeonly",44.8,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,10,12,3.86041666666667,44.8,"exp","exp","bothest",1669,76.2718839215756,"Populus_grandidentata",139,-0.914475341109273,-0.246303403449054,0.0108147290477511,"Populus_grandidentata","nocrop",4,4,4
"1880","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","12","timeonly",20.8,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,15,12,3.86041666666667,20.8,"exp","exp","bothest",1669,76.2718839215756,"Populus_grandidentata",139,-0.0336773142155222,-0.246303403449054,0.0108147290477511,"Populus_grandidentata","nocrop",4,4,4
"1881","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","12","timeonly",29.6,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,15,12,3.86041666666667,29.6,"exp","exp","bothest",1669,76.2718839215756,"Populus_grandidentata",139,-0.0336773142155222,-0.246303403449054,0.0108147290477511,"Populus_grandidentata","nocrop",4,4,4
"1882","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","8","timeonly",46.66666667,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,3.86041666666667,46.66666667,"exp","exp","bothest",1669,76.2718839215756,"Populus_grandidentata",139,-1.20807468340719,-1.01301063451364,0.0108147290477511,"Populus_grandidentata","nocrop",4,4,4
"1883","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","12","timeonly",16,1685,"4","30","26-Jan-2015",45.932675,-74.02507,15,12,5.38541666666667,16,"exp","exp","bothest",1685,83.4163436760843,"Populus_grandidentata",139,-0.0336773142155222,-0.246303403449054,0.246011250236495,"Populus_grandidentata","nocrop",4,4,4
"1884","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","12","timeonly",27,1685,"4","30","26-Jan-2015",45.932675,-74.02507,15,12,5.38541666666667,27,"exp","exp","bothest",1685,83.4163436760843,"Populus_grandidentata",139,-0.0336773142155222,-0.246303403449054,0.246011250236495,"Populus_grandidentata","nocrop",4,4,4
"1885","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","12","timeonly",26.5,1685,"4","30","26-Jan-2015",45.932675,-74.02507,10,12,5.38541666666667,26.5,"exp","exp","bothest",1685,83.4163436760843,"Populus_grandidentata",139,-0.914475341109273,-0.246303403449054,0.246011250236495,"Populus_grandidentata","nocrop",4,4,4
"1886","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","8","timeonly",24.75,1685,"4","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,5.38541666666667,24.75,"exp","exp","bothest",1685,83.4163436760843,"Populus_grandidentata",139,-1.20807468340719,-1.01301063451364,0.246011250236495,"Populus_grandidentata","nocrop",4,4,4
"1887","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","8","timeonly",31,1685,"4","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,5.38541666666667,31,"exp","exp","bothest",1685,83.4163436760843,"Populus_grandidentata",139,-0.327276656513439,-1.01301063451364,0.246011250236495,"Populus_grandidentata","nocrop",4,4,4
"1888","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","8","timeonly",24,1685,"4","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,5.38541666666667,24,"exp","exp","bothest",1685,83.4163436760843,"Populus_grandidentata",139,-0.327276656513439,-1.01301063451364,0.246011250236495,"Populus_grandidentata","nocrop",4,4,4
"1889","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","8","timeonly",42,1669,"4","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,5.36041666666667,42,"exp","exp","bothest",1669,81.5830994379268,"Populus_grandidentata",139,-1.20807468340719,-1.01301063451364,0.185660617421768,"Populus_grandidentata","nocrop",4,4,4
"1890","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","8","timeonly",48,1685,"4","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,5.38541666666667,48,"exp","exp","bothest",1685,83.4163436760843,"Populus_grandidentata",139,-1.20807468340719,-1.01301063451364,0.246011250236495,"Populus_grandidentata","nocrop",4,4,4
"1891","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","12","timeonly",31.5,1669,"4","30","21-Jan-2015",42.531705,-72.18992,15,12,5.36041666666667,31.5,"exp","exp","bothest",1669,81.5830994379268,"Populus_grandidentata",139,-0.0336773142155222,-0.246303403449054,0.185660617421768,"Populus_grandidentata","nocrop",4,4,4
"1892","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","8","timeonly",32,1669,"4","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,5.36041666666667,32,"exp","exp","bothest",1669,81.5830994379268,"Populus_grandidentata",139,-0.327276656513439,-1.01301063451364,0.185660617421768,"Populus_grandidentata","nocrop",4,4,4
"1893","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","12","timeonly",35,1669,"4","30","21-Jan-2015",42.531705,-72.18992,10,12,5.36041666666667,35,"exp","exp","bothest",1669,81.5830994379268,"Populus_grandidentata",139,-0.914475341109273,-0.246303403449054,0.185660617421768,"Populus_grandidentata","nocrop",4,4,4
"1894","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","12","timeonly",37,1685,"4","30","26-Jan-2015",45.932675,-74.02507,10,12,5.38541666666667,37,"exp","exp","bothest",1685,83.4163436760843,"Populus_grandidentata",139,-0.914475341109273,-0.246303403449054,0.246011250236495,"Populus_grandidentata","nocrop",4,4,4
"1895","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","8","timeonly",44,1669,"4","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,5.36041666666667,44,"exp","exp","bothest",1669,81.5830994379268,"Populus_grandidentata",139,-0.327276656513439,-1.01301063451364,0.185660617421768,"Populus_grandidentata","nocrop",4,4,4
"1896","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","20","10","12","timeonly",22,1669,"4","30","21-Jan-2015",42.531705,-72.18992,15,12,5.36041666666667,22,"exp","exp","bothest",1669,81.5830994379268,"Populus_grandidentata",139,-0.0336773142155222,-0.246303403449054,0.185660617421768,"Populus_grandidentata","nocrop",4,4,4
"1897","Populus_grandidentata","flynn18","exp1","Populus","grandidentata",NA,"yes","15","5","12","timeonly",47.66666667,1669,"4","30","21-Jan-2015",42.531705,-72.18992,10,12,5.36041666666667,47.66666667,"exp","exp","bothest",1669,81.5830994379268,"Populus_grandidentata",139,-0.914475341109273,-0.246303403449054,0.185660617421768,"Populus_grandidentata","nocrop",4,4,4
"1258","Euonymus_europaeus","zohner16","exp1","Euonymus","europaeus","","yes","18","14","8","timeonly",35.1679375,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,35.1679375,"exp","exp","fldest",989,61.1148070881309,"Euonymus_europaeus",71,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Euonymus_europaeus","nocrop",5,5,5
"1259","Euonymus_europaeus","zohner16","exp1","Euonymus","europaeus","","yes","18","14","8","timeonly",27.7046875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,27.7046875,"exp","exp","fldest",1831,95.3468886724268,"Euonymus_europaeus",71,0.0250425542440613,-1.01301063451364,0.638766304564391,"Euonymus_europaeus","nocrop",5,5,5
"1260","Euonymus_europaeus","zohner16","exp1","Euonymus","europaeus","","yes","18","14","16","timeonly",29.25,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,29.25,"exp","exp","fldest",989,61.1148070881309,"Euonymus_europaeus",71,0.259922028082395,0.52040382761553,-0.488158162550802,"Euonymus_europaeus","nocrop",5,5,5
"1261","Euonymus_europaeus","zohner16","exp1","Euonymus","europaeus","","yes","18","14","16","timeonly",28.25,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,28.25,"exp","exp","fldest",1831,95.3468886724268,"Euonymus_europaeus",71,0.259922028082395,0.52040382761553,0.638766304564391,"Euonymus_europaeus","nocrop",5,5,5
"1262","Euonymus_latifolius","zohner16","exp1","Euonymus","latifolius","","yes","18","14","8","timeonly",0,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,0,"exp","exp","fldest",989,61.1148070881309,"Euonymus_latifolius",72,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Euonymus_latifolius","nocrop",6,6,6
"1263","Euonymus_latifolius","zohner16","exp1","Euonymus","latifolius","","yes","18","14","8","timeonly",32.9375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,32.9375,"exp","exp","fldest",1831,95.3468886724268,"Euonymus_latifolius",72,0.0250425542440613,-1.01301063451364,0.638766304564391,"Euonymus_latifolius","nocrop",6,6,6
"1264","Euonymus_latifolius","zohner16","exp1","Euonymus","latifolius","","yes","18","14","8","timeonly",23.9375,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,23.9375,"exp","exp","fldest",2380,123.490985386386,"Euonymus_latifolius",72,0.0250425542440613,-1.01301063451364,1.5652735376614,"Euonymus_latifolius","nocrop",6,6,6
"1265","Euonymus_latifolius","zohner16","exp1","Euonymus","latifolius","","yes","18","14","16","timeonly",0,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,0,"exp","exp","fldest",989,61.1148070881309,"Euonymus_latifolius",72,0.259922028082395,0.52040382761553,-0.488158162550802,"Euonymus_latifolius","nocrop",6,6,6
"1266","Euonymus_latifolius","zohner16","exp1","Euonymus","latifolius","","yes","18","14","16","timeonly",32.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,32.8125,"exp","exp","fldest",1831,95.3468886724268,"Euonymus_latifolius",72,0.259922028082395,0.52040382761553,0.638766304564391,"Euonymus_latifolius","nocrop",6,6,6
"1267","Euonymus_latifolius","zohner16","exp1","Euonymus","latifolius","","yes","18","14","16","timeonly",23.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,23.5625,"exp","exp","fldest",2380,123.490985386386,"Euonymus_latifolius",72,0.259922028082395,0.52040382761553,1.5652735376614,"Euonymus_latifolius","nocrop",6,6,6
"1787","Nothofagus_antarctica","zohner16","exp1","Nothofagus","antarctica","","yes","18","14","16","timeonly",36.6875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,36.6875,"exp","exp","fldest",989,61.1148070881309,"Nothofagus_antarctica",117,0.259922028082395,0.52040382761553,-0.488158162550802,"Nothofagus_antarctica","nocrop",7,7,7
"1788","Nothofagus_antarctica","zohner16","exp1","Nothofagus","antarctica","","yes","18","14","16","timeonly",28.25,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,28.25,"exp","exp","fldest",1831,95.3468886724268,"Nothofagus_antarctica",117,0.259922028082395,0.52040382761553,0.638766304564391,"Nothofagus_antarctica","nocrop",7,7,7
"1789","Nothofagus_antarctica","zohner16","exp1","Nothofagus","antarctica","","yes","18","14","8","timeonly",52.2369375,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,52.2369375,"exp","exp","fldest",989,61.1148070881309,"Nothofagus_antarctica",117,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Nothofagus_antarctica","nocrop",7,7,7
"1790","Nothofagus_antarctica","zohner16","exp1","Nothofagus","antarctica","","yes","18","14","8","timeonly",26.833875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,26.833875,"exp","exp","fldest",1831,95.3468886724268,"Nothofagus_antarctica",117,0.0250425542440613,-1.01301063451364,0.638766304564391,"Nothofagus_antarctica","nocrop",7,7,7
"1109","Carya_cordiformis","zohner16","exp1","Carya","cordiformis","","yes","18","14","8","timeonly",114.82575,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,114.82575,"exp","exp","fldest",989,61.1148070881309,"Carya_cordiformis",41,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Carya_cordiformis","nocrop",8,8,8
"1110","Carya_cordiformis","zohner16","exp1","Carya","cordiformis","","yes","18","14","8","timeonly",76.7446875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,76.7446875,"exp","exp","fldest",1831,95.3468886724268,"Carya_cordiformis",41,0.0250425542440613,-1.01301063451364,0.638766304564391,"Carya_cordiformis","nocrop",8,8,8
"1111","Carya_cordiformis","zohner16","exp1","Carya","cordiformis","","yes","18","14","8","timeonly",49.580125,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,49.580125,"exp","exp","fldest",2380,123.490985386386,"Carya_cordiformis",41,0.0250425542440613,-1.01301063451364,1.5652735376614,"Carya_cordiformis","nocrop",8,8,8
"1112","Carya_cordiformis","zohner16","exp1","Carya","cordiformis","","yes","18","14","16","timeonly",66.1875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,66.1875,"exp","exp","fldest",989,61.1148070881309,"Carya_cordiformis",41,0.259922028082395,0.52040382761553,-0.488158162550802,"Carya_cordiformis","nocrop",8,8,8
"1113","Carya_cordiformis","zohner16","exp1","Carya","cordiformis","","yes","18","14","16","timeonly",65,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,65,"exp","exp","fldest",1831,95.3468886724268,"Carya_cordiformis",41,0.259922028082395,0.52040382761553,0.638766304564391,"Carya_cordiformis","nocrop",8,8,8
"1114","Carya_cordiformis","zohner16","exp1","Carya","cordiformis","","yes","18","14","16","timeonly",44.875,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,44.875,"exp","exp","fldest",2380,123.490985386386,"Carya_cordiformis",41,0.259922028082395,0.52040382761553,1.5652735376614,"Carya_cordiformis","nocrop",8,8,8
"1115","Carya_laciniosa","zohner16","exp1","Carya","laciniosa","","yes","18","14","8","timeonly",102.5625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,102.5625,"exp","exp","fldest",989,61.1148070881309,"Carya_laciniosa",42,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Carya_laciniosa","nocrop",9,9,9
"1116","Carya_laciniosa","zohner16","exp1","Carya","laciniosa","","yes","18","14","8","timeonly",70.75,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,70.75,"exp","exp","fldest",1831,95.3468886724268,"Carya_laciniosa",42,0.0250425542440613,-1.01301063451364,0.638766304564391,"Carya_laciniosa","nocrop",9,9,9
"1117","Carya_laciniosa","zohner16","exp1","Carya","laciniosa","","yes","18","14","8","timeonly",37.375,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,37.375,"exp","exp","fldest",2380,123.490985386386,"Carya_laciniosa",42,0.0250425542440613,-1.01301063451364,1.5652735376614,"Carya_laciniosa","nocrop",9,9,9
